BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;EJOT SE & Co. KG;40169390;DAMPER
VM-ESP;ESP OTHER PARTS;1263300803;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263300803;Plant Aguascalientes;7318160085;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1260450824;P00268 - Electronic Stability Program (ESP);1260450824;Plant Blaichach;"8481901000;8481901000";VALVE SLEEVE/BEARING
VM-VDS;DF Components;F0C12B2034;P00244 - DF;F0C12B2034;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;MV_ICx (Magnet Valve);1267690800;P00268 - Electronic Stability Program (ESP);1267690800;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-ATC; ;0204259260;P00870 - Conventional Actuation;0204259260;STAAMP s.r.l.;8481901000;VALVE BODY
VM-EPS;EPS PC;0770020032;ER - EPS apa;0770020032;Plant Queretaro;7318160085;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532033187;ER - EPS apa;4532033187;TEKNIA TEPEJI SA DE CV;8708947550;COVER GEAR
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-EPS;Car steer Assembly/Single part;4597000066;ER - EPS dp;4597000066;Rongtai Industrial Development Leon;99039406;HOUSING
VM-ESP;ABS9_EA5%_ECU;0265805151;P00265 - Anti-Lock Brake System (ABS) w/o TWS;0265805151;Warehouse Suzhou;90328910;ECU
VM-ATC;Miscellaneous Other Actuation;0204259654;P00870 - Conventional Actuation;0204259654;Saint-Gobain Performance;8481901000;CLIP & CLAMP
VM-ESP;TCS Components;1263061811;P00268 - Electronic Stability Program (ESP);1263061811;SFS Group Schweiz AG;7318290000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1265149R18;P00268 - Electronic Stability Program (ESP);1265149R18;ST Extruded Products Tianjin Co., L;76042990;EXTRUDED PROFILE ALU
VM-EPS;Car steer Assembly/Single part;7852040554;ER - EPS dp;7852040554;PMC Smart Solutions LLC;87089412;SCREW PLUG GROMMET
VM-VDS;DF Components;F00C1T8969;P00244 - DF;F00C1T8969;RING SCREW LLC;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1263123839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123839;Plant Blaichach;99030125;TAPPET
VM-EPS;BK2A-3ph;0273010475;ER - EPS apa;0273010475;Plant Florence;90328999;ECU
VM-ATC;Reservoir;02048649RW;P00870 - Conventional Actuation;02048649RW;Plant Aguascalientes;8413919085;BRAKE FLUID RESERVOIR
VM-ESP;ABS Components;1260313884;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260313884;Plant Blaichach;"8481901000;8481901000";VALVE SLEEVE/BEARING
VM-NBS; ;0204847061;P00110 - Electrical Actuation;0204847061;ESKA Automotive GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Others Assembly/Single part;0770047100;ER - EPS dp;0770047100;Engineered Products & Services, Inc;84833004;PROTECTION CAP / SLEEVE
VM-ATC;Check Valve;0204799805;P00870 - Conventional Actuation;0204799805;Alfmeier Praezision SE;8481300000;CHECK VALVE ASSY
VM-EPS;Car steer Assembly/Single part;0770028187;ER - EPS apa;0770028187;Dichtungstechnik Wallstabe &;4016931010;O-RING
VM-EPS;Car steer Assembly/Single part;7802023438;ER - EPS dp;7802023438;iwis mechatronics GmbH & Co. KG;99030128;BUSHING
VM-ESP;ESP Components;1264210841;P00268 - Electronic Stability Program (ESP);1264210841;Plant Charleston;85045091;COIL
VM-ESP;TCS Components;1263061802;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263061802;SFS Group Schweiz AG;73182990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;TWS Components;1265149R31;P00257 - Two Wheeler Safety (TWS);1265149R31;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-CVS;Truck steer Assembly/Single part;7752242442;CS - Hydr. Steering;7752242442;Brehm Praezisionstechnik Gmbh;8481400000;VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;7806034255;ER - EPS apa;7806034255;Neumayer Tekfor GmbH;7318190000;THREADED RING
VM-ATC;Miscellaneous Other Actuation;0204258669;P00870 - Conventional Actuation;0204258669;R & L SPRING COMPANY;73202005;SPRING
VM-ESP;ESP Components;2260522004;P00265 - Anti-Lock Brake System (ABS) w/o TWS;2260522004;MAHLE Electric Drives Bovec d.o.o.;3926909090;PROTECTION CAP / SLEEVE
VM-ATC;Miscellaneous Other Actuation;0204254358;P00870 - Conventional Actuation;0204254358;KBS-Stanztechnik GmbH;8708309990;CLIP & CLAMP
VM-EPS;EPSapa_Rack_9EZ_RHD_icon;4532025829;ER - EPS apa;4532025829;Plant Florence;87089412;TOOTHED RACK
VM-CVS;Others Assembly/Single part;0770035790;CS - Hydr. Steering;0770035790;MSSL TOOLING FZE;3926909090;GASKET
VM-NBS;IPB1.0;1267500010;P01893 - IPB;1267500010;stoba Precizni Technika s.r.o;8481901000;VALVE BODY
VM-ATC;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;ContiTech Vibration Control France;4016939000;SEAL
VM-ATC; ;0204258575;P00870 - Conventional Actuation;0204258575;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;9026209090;SENSOR
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-NBS; ;1267500011;P01893 - IPB;1267500011;Plant Blaichach;8481901000;SEAL
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ABS Components;1263123837;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123837;Plant Blaichach;8481901000;TAPPET
VM-ESP;TWS Components;1264210858;P00257 - Two Wheeler Safety (TWS);1264210858;Plant Blaichach;85059000;MAGNET
VM-NBS;IPB CKD-Components;0204840873;P01893 - IPB;0204840873;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-NBS;IPB1.1;0204865A78;P01893 - IPB;0204865A78;PANELFISA MEX SA DE CV;99030127;ROD
VM-NBS;IPB1.0;0204851742;P01893 - IPB;0204851742;TECHNOPLAN SA DE CV;8413919060;BALL
VM-NBS;iBooster Gen2 Motor;0204852045;P00110 - Electrical Actuation;0204852045;Nidec Motors & Actuators Germany Gm;8501510090;MOTOR
VM-CVS;Truck steer Assembly/Single part;8298309108;CS - Electr. Steering;8298309108;Plant Schwäbisch Gmünd;8708944000;tbd
VM-VDS;DF Components;60022P0028;P00244 - DF;60022P0028;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-ATC;ACTUATION OTH.P.;0204254984;P00870 - Conventional Actuation;0204254984;Plant Aguascalientes;4016935010;O-RING
VM-ESP;TWS Components;1268001931;P00257 - Two Wheeler Safety (TWS);1268001931;TE Connectivity Japan G.K.;90329000;COVER ECU
VM-NBS; ;1260685811;P01893 - IPB;1260685811;FIT Voltaira Europe GmbH;8536901100;tbd
VM-VDS;DF Components;F00C1C8848;P00244 - DF;F00C1C8848;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-VDS;DF Components;F00C1P3058;P00244 - DF;F00C1P3058;Bangkok Taiyo Springs Co.,Ltd.;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;Multiusage;1260491836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260491836;Rochling Precision Components AG;85059000;CLIP & CLAMP
VM-ESP;ABS Components;1260450838;P00268 - Electronic Stability Program (ESP);1260450838;NISSIN KOGYO CO.,LTD;8481901000;PROTECTION CAP / SLEEVE
VM-EPS;Car steer Assembly/Single part;7802340358;ER - EPS dp;7802340358;MAX BAERMANN GMBH;8505110030;MAGNET
VM-VDS;DF Components;F00C1P3122;P00244 - DF;F00C1P3122;Sumitomo Wiring Systems USA Inc.;85369099;tbd
VM-ATC;Miscellaneous Other Actuation;02048646G0;P00870 - Conventional Actuation;02048646G0;Teknia Rzeszow Sp z o.o.;8536500090;FLUID LEVEL SWITCH
VM-ATC;Other Actuation Parts;0204254984;P00870 - Conventional Actuation;0204254984;Plant Aguascalientes;4016935010;O-RING
VM-NBS;IPB CKD-Components;1263121884;P01893 - IPB;1263121884;Plant Blaichach;8481901000;VALVE BODY
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095032113;CS - Hydr. Steering;8095032113;Hasenthaler Kunststoffverarbeitung;3926909090;WASHER
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-EPS;Car steer Assembly/Single part;4532027549;ER - EPS apa;4532027549;Reich LLC;87089412;PINION
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Caliper Assemblies;0204792891;P00882 - PJ-FS Medium Heavy Trucks;0204792891;ContiTech Fluid Distribudora S.A.;4016931050;BOOT
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-ATC;Miscellaneous Other Actuation;0204703706;P00870 - Conventional Actuation;0204703706;MODISPREM, SA;3926909090;FILTER
VM-ESP;TCS Components;1264611823;P00268 - Electronic Stability Program (ESP);1264611823;Raithel + Co. GmbH;7320209000;SPRING
VM-NBS; ;5000000573;P00110 - Electrical Actuation;5000000573;FUCHS LUBRICANTS GERMANY GmbH;3403990000;Chemical products (OIL, GREASE, CLOTH..)
VM-VDS;DF Components;F00C1C7086;P00244 - DF;F00C1C7086;VRC Engineererd Solutions;40091102;SEAL
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;TWS Components;1260098878;P00257 - Two Wheeler Safety (TWS);1260098878;Kuramoto Sangyo Co.;39191000;ADHESIVE FILM, LABEL, STICKER
VM-VDS;DF Components;F00C1C8921;P00244 - DF;F00C1C8921;Warehouse Tochigi;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC; ;0204815873;P00870 - Conventional Actuation;0204815873;TRO Manufacturing Co., Inc.;87083099;FRONT/REAR SHELL
VM-EPS;Car steer Assembly/Single part;7820031119;ER - EPS dp;7820031119;T.A. AMERICA CORPORATION;98020019;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;1264611866;P00268 - Electronic Stability Program (ESP);1264611866;KURT MEDER GMBH;99030133;SPRING
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;8413910000;PUMP ELEMENT
VM-VDS;DF Components;F00C1P3055;P00244 - DF;F00C1P3055;Bangkok Taiyo Springs Co.,Ltd.;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-VDS;others;F00C1S8089;P00244 - DF;F00C1S8089;AVERY DENNISON;3926909090;CLIP & CLAMP
VM-ESP;PD_Choke (Pressure Damper);1267031875;P00268 - Electronic Stability Program (ESP);1267031875;Plant Blaichach;8481201090;PROTECTION CAP / SLEEVE
VM-ESP;ABS Components;1260556805;P00268 - Electronic Stability Program (ESP);1260556805;Hubert Stueken GmbH & Co. KG;8481909040;VALVE SLEEVE/BEARING
VM-ESP;ABS Components;1260526860;P00268 - Electronic Stability Program (ESP);1260526860;SCHERDEL Wiesauplast Deutschland;87089900;PISTON
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1C8919;P00244 - DF;F00C1C8919;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-NBS;Miscellaneous Other Actuation;0204254792;P00110 - Electrical Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-CVS;Others Assembly/Single part;0770047094;CS - Hydr. Steering;0770047094;Plant Schwäbisch Gmünd;3926909090;PROTECTION CAP / SLEEVE
VM-NBS; ;1263123840;P01893 - IPB;1263123840;Plant Blaichach;8481901000;TAPPET
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-EPS;Car steer Assembly/Single part;4532014846;ER - EPS apa;4532014846;CONTITECH MEXICANA SA DE CV;4016996050;BOOT
VM-EPS;EPSapa_1KP_LHD_ivar_inboard_SCU3-B3a;4532048520;ER - EPS apa;4532048520;Plant Queretaro;8708947550;RACK+PINION EL. STEERING
VM-ESP;ESP Components;1260325818;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260325818;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;4532006310;ER - EPS dp;4532006310;NN Inc.;87089412;PINION
VM-NBS;IPB CKD-Components;0204840804;P01893 - IPB;0204840804;Mubea Tellerfedern GmbH;7318210001;STOPPER SLEEVE/BEARING IPB
VM-ATC;Miscellaneous Other Actuation;0204254356;P00870 - Conventional Actuation;0204254356;NISSAN SPRING(THAILAND)Co.,Ltd;87083000;WASHER
VM-ATC;Miscellaneous Other Actuation;02043A2240;P00870 - Conventional Actuation;02043A2240;Datwyler Sealing Solutions USA Inc.;87083099;RESERVOIR CAP
VM-ESP;ABS Components;1265149R20;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1265149R20;Asia-pacific light alloy Nantong;76042990;EXTRUDED PROFILE ALU
VM-ESP;MV_SCx (Magnet Valve);1267698801;P00268 - Electronic Stability Program (ESP);1267698801;Plant Charleston;84812099;SOLENOID VALVE
VM-ATC;Miscellaneous Other Actuation;0204259344;P00870 - Conventional Actuation;0204259344;Metallon I.N.C.;73182403;KEY
VM-EPS;Car steer Assembly/Single part;7805040600;ER - EPS apa;7805040600;Caplugs;39269099;PROTECTION CAP / SLEEVE
VM-ESP;TWS Components;1265149R30;P00257 - Two Wheeler Safety (TWS);1265149R30;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-EPS;Car steer Assembly/Single part;7818040277;ER - EPS apa;7818040277;BANDO USA;40103999;TOOTHED BELT
VM-ATC;Miscellaneous Other Actuation;0204805254;P00870 - Conventional Actuation;0204805254;TWIST INC;73202005;SPRING
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Blaichach;85059000;MAGNET
VM-CVS;Truck steer Assembly/Single part;8090032110;CS - Hydr. Steering;8090032110;Plant Schwäbisch Gmünd;3926909090;WASHER
VM-ESP;MV_HSx (Magnet Valve);1267699802;P00268 - Electronic Stability Program (ESP);1267699802;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-NBS;IPB1.0;0204847826;P01893 - IPB;0204847826;KUROTA MEXICO SA DE CV;8413919060;PISTON
VM-EPS;Car steer Assembly/Single part;7805210961;ER - EPS dp;7805210961;CTR AMERICA;8708947550;BALL JOINT
VM-NBS;IPB1.0;1267431882;P01893 - IPB;1267431882;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-ESP;TCS Components;1264611823;P00268 - Electronic Stability Program (ESP);1264611823;Raithel + Co. GmbH;7320209000;SPRING
VM-VDS;DF Components;F00C1S8019;P00244 - DF;F00C1S8019;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-ESP;Multiusage;1260520818;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260520818;MARK Metallwarenfabrik GmbH;85059000;VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-EPS;Car steer Assembly/Single part;4532019177;ER - EPS dp;4532019177;Reich LLC;87089412;PINION
VM-NBS;IPB1.0;1267501R01;P01893 - IPB;1267501R01;Kaiser Aluminum;99038502;EXTRUDED PROFILE ALU
VM-ATC;Miscellaneous Other Actuation;0204258669;P00870 - Conventional Actuation;0204258669;R & L SPRING COMPANY;73202005;SPRING
VM-VDS;DF Components;F00C1S8045;P00244 - DF;F00C1S8045;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;4532003566;ER - EPS dp;4532003566;Rongtai Industrial Development Leon;3923900080;HOUSING
VM-NBS;IPB CKD-Components;0204840869;P01893 - IPB;0204840869;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-ESP;ESP Components;1263123839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123839;Plant Blaichach;8481901000;TAPPET
VM-ESP;ABS Components;1260206824;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260206824;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-VDS;DF Components;F00C1C8610;P00244 - DF;F00C1C8610;VRC Engineererd Solutions;40169901;SCREW PLUG GROMMET
VM-ESP;ESP Components;1260223808;P00268 - Electronic Stability Program (ESP);1260223808;Horst Scholz GmbH + Co. KG;99030125;SEAL
VM-ESP;CDD (Damper);1267031870;P00268 - Electronic Stability Program (ESP);1267031870;Plant Blaichach;"8479899990;8479899990";DAMPER
VM-VDS;DF Components;F0C12T3013;P00244 - DF;F0C12T3013;TE Connectivity Corporation;85369099;tbd
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-ESP;TWS Components;1268001913;P00257 - Two Wheeler Safety (TWS);1268001913;TE Connectivity Japan G.K.;90329000;COVER ECU
VM-ATC;Miscellaneous Other Actuation;F01G1610K6;P00870 - Conventional Actuation;F01G1610K6;Warehouse Higashimatsuyama ;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204780773;P00870 - Conventional Actuation;0204780773;TRO Manufacturing Co., Inc.;87083099;PLATE/DISC
VM-ESP;MV_ICx (Magnet Valve);1267695813;P00268 - Electronic Stability Program (ESP);1267695813;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1260209821;P00268 - Electronic Stability Program (ESP);1260209821;Parker Hannifin GmbH;8413919060;tbd
VM-NBS;IPB1.0;0204845773;P01893 - IPB;0204845773;A. Berger Polska Sp. z o.o.;8413910000;FLANGE
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-EPS;EPSdp_Rack_9EZ_LHD_icon;4532018587;ER - EPS dp;4532018587;Plant Florence;87089412;TOOTHED RACK
VM-ESP;PE9 (Pump Element);1267090904;P00268 - Electronic Stability Program (ESP);1267090904;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-EPS;Car steer Assembly/Single part;4532004728;ER - EPS apa;4532004728;BOCAR SA DE CV;99039406;HOUSING
VM-VDS; ;F005B11100;P00245 - LWS;F005B11100;CELOPLAS PLASTICOS PARA A INDUSTRIA;9031900090;COVER SENSOR
VM-ATC;Miscellaneous Other Actuation;F01G1611AE;P00870 - Conventional Actuation;F01G1611AE;Crown Screw Corporation;8708309990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB1.0;1267431884;P01893 - IPB;1267431884;Karl Kuefner GmbH & Co. KG;8708309990;FILTER
VM-NBS;IPB1.0;02048649BF;P01893 - IPB;02048649BF;BAUD Vougy;8708309990;ROD
VM-ESP;ESP Components;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ATC;Miscellaneous Other Actuation;0204332147;P00870 - Conventional Actuation;0204332147;COLD HEADING COMPANY;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F0C12T3012;P00244 - DF;F0C12T3012;TE Connectivity Corporation;85369099;tbd
VM-ESP;RVR (Return Valve);1267410812;P00268 - Electronic Stability Program (ESP);1267410812;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-NBS;IPB2.0;1267410017;P01893 - IPB;1267410017;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;0204805254;P00870 - Conventional Actuation;0204805254;TWIST INC;73202005;SPRING
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-EPS;Car steer Assembly/Single part;7852040554;ER - EPS dp;7852040554;PMC Smart Solutions LLC;87089412;SCREW PLUG GROMMET
VM-ATC;Miscellaneous Other Actuation;0204X00136;P00870 - Conventional Actuation;0204X00136;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-ATC;Miscellaneous Other Actuation;0204254358;P00870 - Conventional Actuation;0204254358;KBS-Stanztechnik GmbH;8708309990;CLIP & CLAMP
VM-ESP;TWS Components;1264210858;P00257 - Two Wheeler Safety (TWS);1264210858;Plant Blaichach;85059000;MAGNET
VM-NBS;IPB1.0;1267431884;P01893 - IPB;1267431884;Karl Kuefner GmbH & Co. KG;99030219;FILTER
VM-ATC;Miscellaneous Other Actuation;F01G1611VT;P00870 - Conventional Actuation;F01G1611VT;Warehouse Hiki-gun;5911900090;tbd
VM-ESP;ABS Components;1260324813;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324813;Horst Scholz GmbH + Co. KG;8481901000;BUSHING
VM-VDS;DF Components;F00C1T8771;P00244 - DF;F00C1T8771;J.N.EBERLE;8543909000;BUSHING
VM-ESP;TCS Components;1260523805;P00268 - Electronic Stability Program (ESP);1260523805;Rochling Precision Components AG;8708309990;tbd
VM-ESP;ABS Components;1265149R20;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1265149R20;Asia-pacific light alloy Nantong;76042990;EXTRUDED PROFILE ALU
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-VDS;LPS5-B;8613560583;P00249 - Other Sensors;8613560583;Suzhou Zhongxinglian Precision;90269000;HOUSING SENSOR & other small
VM-ESP;ESP Components;1267034831;P00268 - Electronic Stability Program (ESP);1267034831;Plant Blaichach;99030125;VALVE SLEEVE/BEARING
VM-CVS;Truck steer Assembly/Single part;8095033113;CS - Hydr. Steering;8095033113;Freudenberg FST GmbH.;3926909090;SEAL
VM-VDS;DF Components;F0C12K1037;P00244 - DF;F0C12K1037;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1267040815;P00268 - Electronic Stability Program (ESP);1267040815;EJOT SE & Co. KG;40169390;DAMPER
VM-EPS;Car steer Assembly/Single part;4532033488;ER - EPS apa;4532033488;JOHNSON ELECTRIC NORTH AMERICA INC;85015299;MOTOR
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ESP;ESP Components;1263414854;P00268 - Electronic Stability Program (ESP);1263414854;EJOT ATF, LP;73181400;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;PS8E (Pressure Sensor);1267030875;P00268 - Electronic Stability Program (ESP);1267030875;Plant Blaichach;9026209090;SENSOR
VM-NBS; ;F02C483548;P00110 - Electrical Actuation;F02C483548;Teknia Rzeszow Sp z o.o.;3926909090;SCREW PLUG GROMMET
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-EPS;Car steer Assembly/Single part;4532003579;ER - EPS dp;4532003579;TEKNIA TEPEJI SA DE CV;8708947550;HOUSING SERVO
VM-ESP;TWS Components;1265149R30;P00257 - Two Wheeler Safety (TWS);1265149R30;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-ATC;Miscellaneous Other Actuation;0204830969;P00870 - Conventional Actuation;0204830969;ROGERS FOAM CORP;39199099;GASKET
VM-CVS;Truck steer Assembly/Single part;8098033161;CS - Hydr. Steering;8098033161;ENSINGER GmbH;3926909090;SEAL
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-VDS;DF Components;F00C1N5055;P00244 - DF;F00C1N5055;Hirschmann Automotive TM SRL;8544421100;CABLE
VM-NBS;IPB1.0;1267500015;P01893 - IPB;1267500015;KERN LIEBERS MEXICO SA DE CV;7320205020;SPRING
VM-ESP;ABS Components;1260202814;P00268 - Electronic Stability Program (ESP);1260202814;J.N.EBERLE;8481901000;SPRING
VM-EPS;Car steer Assembly/Single part;4532027160;ER - EPS apa;4532027160;CTR AMERICA;8708947550;ANGLE JOINT
